,neg,neu,pos,compound,Open,High,Low,Close,Volume,label
1469,0.117,0.826,0.057,-0.981,12767.01953,12781.92969,12696.17969,12741.82031,111280000,1
1470,0.151,0.788,0.062,-0.9908,12744.62012,12898.94043,12744.46973,12837.33008,125180000,0
1471,0.147,0.775,0.078,-0.9896,12837.09961,12877.17969,12744.91992,12824.38965,119110000,0
1472,0.153,0.785,0.063,-0.9913,12823.09961,12857.38965,12561.45996,12573.57031,146750000,1
1473,0.173,0.754,0.072,-0.9944,12574.82031,12674.08008,12574.66992,12640.78027,209990000,0
1476,0.107,0.813,0.08,-0.959,12639.79981,12639.87012,12458.00977,12502.66016,134090000,1
1477,0.248,0.705,0.047,-0.9992,12503.57031,12576.41016,12452.03027,12534.66992,109270000,1
1478,0.191,0.737,0.072,-0.9977,12532.92969,12646.87012,12532.70996,12627.00977,97950000,0
1479,0.16,0.799,0.041,-0.9949,12626.25,12626.25,12450.16992,12602.25977,125870000,1
1480,0.124,0.848,0.029,-0.9935,12604.59961,12880.38965,12604.53027,12880.08984,191630000,0
1483,0.124,0.785,0.091,-0.9566,12879.70996,12902.12012,12795.48047,12871.38965,109640000,1
1484,0.189,0.771,0.04,-0.9965,12868.05957,12946.2002,12845.28027,12943.66016,63850000,0
1486,0.157,0.752,0.09,-0.9899,12941.84961,12961.29981,12852.24023,12896.66992,97800000,0
1487,0.155,0.791,0.054,-0.9941,12889.40039,12889.40039,12702.99023,12772.46973,96760000,0
1490,0.148,0.78,0.072,-0.9921,12772.01953,12772.01953,12686.57031,12736.29004,100150000,0
1491,0.202,0.715,0.083,-0.9959,12733.87012,12830.29004,12606.91016,12653.12012,114760000,0
1492,0.196,0.721,0.083,-0.9947,12653.04004,12661.96973,12534.33008,12604.53027,128420000,0
1493,0.164,0.771,0.064,-0.9929,12602.70996,12630.63965,12492.25,12573.26953,142760000,1
1494,0.198,0.735,0.067,-0.9956,12573.73047,12784.73047,12573.04004,12777.08984,121080000,0
1497,0.15,0.8,0.05,-0.9935,12776.33008,12779.58008,12690.04981,12727.20996,93500000,1
1498,0.187,0.779,0.034,-0.997,12728.73047,12829.23047,12645.09961,12805.54004,119620000,1
1499,0.155,0.777,0.068,-0.9901,12796.98047,12921.94043,12754.61035,12908.7002,130070000,1
1500,0.13,0.786,0.085,-0.9809,12909.61035,12977.57031,12889.92969,12943.36035,139480000,0
1501,0.144,0.805,0.051,-0.9914,12942.67969,12942.83008,12810.34961,12822.57031,210770000,0
1504,0.144,0.8,0.055,-0.989,12820.4502,12820.4502,12583.41016,12721.45996,137760000,0
1505,0.191,0.769,0.04,-0.9986,12720.92969,12730.08984,12521.83984,12617.32031,131530000,1
1506,0.101,0.828,0.071,-0.9482,12617.76953,12732.76953,12617.62012,12676.04981,127320000,1
1507,0.247,0.718,0.035,-0.9991,12680.58984,12931.21973,12680.58984,12887.92969,133620000,1
1508,0.141,0.782,0.076,-0.9869,12888.91016,13117.74023,12888.53027,13075.66016,161510000,0
1511,0.194,0.748,0.058,-0.9976,13075.34961,13128.63965,13042.84961,13073.00977,91730000,0
1512,0.107,0.841,0.051,-0.967,13071.71973,13082.66016,13006.48047,13008.67969,125980000,0
1513,0.146,0.801,0.054,-0.9934,13007.46973,13074.83008,12951.16016,12976.12988,132780000,0
1514,0.108,0.836,0.056,-0.9702,12969.7002,12969.84961,12778.90039,12878.87988,112770000,1
1515,0.156,0.757,0.087,-0.988,12884.82031,13133.17969,12884.82031,13096.16992,112390000,1
1518,0.184,0.774,0.042,-0.9977,13099.87988,13187.28027,13099.71973,13117.50977,84270000,1
1519,0.186,0.732,0.083,-0.9899,13118.65039,13215.96973,13118.41992,13168.59961,95240000,1
1520,0.194,0.758,0.049,-0.9968,13158.09961,13202.65039,13115.24023,13175.63965,84910000,0
1521,0.164,0.782,0.055,-0.9964,13174.73047,13200.23047,13125.08984,13165.19043,84350000,1
1522,0.171,0.771,0.059,-0.997,13163.15039,13208.21973,13094.95996,13207.9502,86640000,0
1525,0.146,0.786,0.068,-0.9865,13204.92969,13205.00977,13112.94043,13169.42969,67550000,1
1526,0.163,0.798,0.039,-0.9945,13168.11035,13223.00977,13142.09961,13172.13965,84430000,1
1527,0.141,0.794,0.065,-0.985,13157.46973,13192.88965,13138.23047,13164.78027,77130000,1
1528,0.181,0.774,0.045,-0.9938,13163.24023,13269.34961,13145.84961,13250.11035,114580000,1
1529,0.223,0.733,0.044,-0.9975,13251.2002,13281.32031,13244.84961,13275.2002,138550000,0
1532,0.183,0.771,0.046,-0.9969,13274.58008,13276.15039,13230.05957,13271.63965,87590000,0
1533,0.181,0.772,0.047,-0.9969,13272.09961,13330.75977,13186.59961,13203.58008,117060000,0
1534,0.127,0.846,0.027,-0.9943,13198.30957,13205.05957,13120.33984,13172.75977,111220000,0
1535,0.105,0.833,0.061,-0.9801,13171.37012,13171.37012,13046.45996,13057.45996,108800000,1
1536,0.193,0.767,0.04,-0.9975,13052.82031,13175.50977,13027.2002,13157.96973,88030000,0
1539,0.173,0.792,0.036,-0.9964,13157.74023,13176.16992,13115.45996,13124.66992,96070000,0
1540,0.179,0.779,0.042,-0.9962,13122.74023,13147.32031,13081.12012,13102.99023,81630000,1
1541,0.12,0.819,0.06,-0.9857,13103.45996,13144.80957,13081.26953,13107.48047,91530000,0
1542,0.247,0.727,0.026,-0.9991,13101.29004,13101.37012,12978.91016,13000.70996,89980000,1
1543,0.137,0.804,0.059,-0.9912,13002.71973,13151.87012,13002.63965,13090.83984,119780000,0
1547,0.114,0.832,0.055,-0.9743,13092.15039,13092.38965,12977.08984,13035.94043,103920000,1
1548,0.147,0.824,0.029,-0.9946,13036.08984,13095.91016,13018.74023,13047.48047,92550000,1
1549,0.201,0.768,0.031,-0.9982,13045.23047,13294.12988,13045.08008,13292,128650000,1
1550,0.162,0.779,0.059,-0.9888,13289.53027,13320.26953,13266.21973,13306.63965,142210000,0
1553,0.16,0.761,0.078,-0.9931,13308.55957,13324.09961,13251.38965,13254.29004,123810000,1
1554,0.135,0.797,0.068,-0.9801,13254.59961,13354.33984,13253.20996,13323.36035,104920000,1
1555,0.21,0.754,0.036,-0.9975,13321.62012,13373.62012,13317.51953,13333.34961,111520000,1
1556,0.129,0.821,0.05,-0.9727,13329.70996,13573.33008,13325.11035,13539.86035,151770000,1
1557,0.16,0.8,0.039,-0.9895,13540.40039,13653.24023,13533.94043,13593.37012,185160000,0
1560,0.207,0.761,0.033,-0.9968,13588.57031,13593.15039,13526.66992,13553.09961,128020000,1
1561,0.132,0.775,0.093,-0.9217,13552.33008,13582.12012,13517.80957,13564.63965,120720000,1
1562,0.163,0.772,0.065,-0.9893,13565.41016,13626.48047,13556.74023,13577.95996,116210000,1
1563,0.167,0.804,0.029,-0.9967,13575.16992,13599.01953,13503,13596.92969,117910000,0
1564,0.213,0.715,0.073,-0.9964,13597.24023,13647.09961,13571.53027,13579.46973,429610000,0
1567,0.201,0.72,0.079,-0.996,13577.84961,13601.90039,13521.67969,13558.91992,120370000,0
1568,0.123,0.799,0.078,-0.9668,13559.91992,13620.20996,13457.25,13457.54981,138630000,0
1569,0.163,0.769,0.067,-0.991,13458.62988,13480.37012,13406.91016,13413.50977,124350000,1
1570,0.126,0.796,0.078,-0.9751,13413.46973,13522.83008,13413.46973,13485.96973,113990000,0
1571,0.107,0.818,0.075,-0.9319,13485.88965,13487.66016,13367.26953,13437.12988,146950000,1
1574,0.177,0.753,0.07,-0.9958,13437.66016,13598.25,13437.66016,13515.11035,106120000,0
1575,0.147,0.8,0.053,-0.9949,13515.29981,13567.05957,13424.91992,13482.36035,90730000,1
1576,0.22,0.732,0.047,-0.9975,13479.20996,13536.26953,13439.12012,13494.61035,103890000,1
1577,0.119,0.812,0.069,-0.9648,13495.17969,13594.33008,13495.17969,13575.36035,106390000,1
1578,0.174,0.743,0.083,-0.9942,13569.17969,13661.87012,13568.75,13610.15039,115500000,0
1581,0.135,0.764,0.1,-0.9551,13589.25977,13610.37988,13552.08984,13583.65039,71300000,0
1582,0.137,0.793,0.07,-0.9907,13582.87988,13592.33008,13473.30957,13473.53027,103630000,0
1583,0.214,0.734,0.052,-0.9978,13473.53027,13478.83008,13327.62012,13344.96973,101120000,0
1584,0.192,0.779,0.029,-0.9975,13346.28027,13428.49023,13326.12012,13326.38965,86630000,1
1585,0.149,0.748,0.104,-0.9857,13325.62012,13401.32031,13296.42969,13328.84961,113740000,1
1588,0.154,0.785,0.061,-0.9936,13329.54004,13437.66016,13325.92969,13424.23047,114880000,1
1589,0.153,0.811,0.037,-0.9968,13423.83984,13556.37012,13423.75977,13551.78027,113450000,1
1590,0.135,0.799,0.065,-0.9892,13539.62988,13561.65039,13468.90039,13557,135570000,0
1591,0.142,0.81,0.048,-0.9935,13553.24023,13588.73047,13510.92969,13548.94043,128410000,0
1592,0.181,0.749,0.07,-0.9927,13545.33008,13545.49023,13312.21973,13343.50977,239080000,1
1595,0.157,0.793,0.05,-0.9958,13344.28027,13368.54981,13235.15039,13345.88965,121880000,0
1596,0.191,0.751,0.058,-0.9932,13344.90039,13344.90039,13083.28027,13102.53027,122220000,0
1597,0.188,0.765,0.047,-0.9957,13103.53027,13155.20996,13063.62988,13077.33984,110670000,1
1598,0.227,0.737,0.036,-0.9983,13079.63965,13214.11035,13017.37012,13103.67969,114590000,1
1599,0.183,0.723,0.094,-0.9951,13104.21973,13151.71973,13040.16992,13107.20996,134640000,0
1604,0.137,0.788,0.075,-0.9855,13107.44043,13189.08008,13052.07031,13096.45996,138160000,1
1605,0.188,0.768,0.044,-0.9969,13099.19043,13273.70996,13099.11035,13232.62012,140510000,0
1606,0.171,0.756,0.073,-0.9932,13232.62012,13289.4502,13076.57031,13093.16016,137660000,1
1609,0.114,0.834,0.052,-0.9817,13092.28027,13140.58008,13038.70996,13112.44043,95350000,1
1610,0.097,0.847,0.056,-0.9706,13112.90039,13290.75,13112.90039,13245.67969,105710000,0
1611,0.092,0.823,0.085,-0.8658,13228.24023,13228.32031,12876.59961,12932.73047,164250000,0
1612,0.12,0.842,0.038,-0.9884,12932.80957,12980.23047,12811.24023,12811.32031,138350000,1
1613,0.202,0.737,0.061,-0.9978,12811.16992,12890.19043,12743.38965,12815.38965,131670000,0
1616,0.177,0.767,0.056,-0.9971,12815.92969,12861.28027,12783,12815.08008,62360000,0
1617,0.16,0.759,0.081,-0.9921,12808.70996,12898.25,12748.50977,12756.17969,142200000,0
1618,0.189,0.775,0.036,-0.9971,12746.54004,12797.73047,12542.67969,12570.9502,162180000,0
1619,0.244,0.681,0.075,-0.9976,12571.09961,12600.58984,12496.55957,12542.37988,129150000,1
1620,0.153,0.777,0.07,-0.9949,12542.30957,12604.16992,12471.49023,12588.30957,197110000,1
1623,0.165,0.787,0.048,-0.9972,12590.23047,12796.19043,12590.23047,12795.95996,136910000,0
1624,0.236,0.685,0.079,-0.9973,12790.88965,12808.55957,12701.07031,12788.50977,134160000,1
1625,0.141,0.824,0.035,-0.995,12788.36035,12845.99023,12786.12988,12836.88965,97300000,1
1627,0.165,0.808,0.027,-0.9962,12833.12988,13011.4502,12832.98047,13009.53027,61110000,0
1630,0.192,0.73,0.078,-0.9971,13008.4502,13008.4502,12900.16992,12967.37012,114360000,0
1631,0.126,0.805,0.069,-0.9877,12963.37988,12980.19043,12868.25977,12878.12988,117900000,1
1632,0.184,0.758,0.058,-0.9963,12875.55957,12989.09961,12765.32031,12985.11035,131000000,1
1633,0.157,0.774,0.069,-0.9943,12977.34961,13062.55957,12961.91992,13021.82031,113620000,1
1634,0.121,0.828,0.052,-0.9895,13022.04981,13053.74023,12988.67969,13025.58008,171070000,0
1637,0.199,0.748,0.054,-0.996,13027.73047,13087.32031,12959.41992,12965.59961,112900000,0
1638,0.147,0.799,0.054,-0.9915,12966.4502,13022.50977,12940.07031,12951.78027,125290000,1
1639,0.218,0.732,0.05,-0.998,12948.95996,13089.11035,12923.44043,13034.49023,161230000,1
1640,0.17,0.782,0.048,-0.9933,13026.19043,13076.87988,13007.83984,13074.04004,116850000,1
1641,0.195,0.755,0.05,-0.995,13072.87012,13157.28027,13072.87012,13155.12988,124130000,1
1644,0.203,0.749,0.048,-0.9971,13154.88965,13195.34961,13139.08008,13169.87988,118530000,1
1645,0.182,0.766,0.052,-0.9953,13170.33984,13306.57031,13170.33984,13248.44043,124510000,0
1646,0.119,0.835,0.045,-0.9718,13250.04981,13329.44043,13227.44043,13245.4502,127510000,0
1647,0.214,0.731,0.055,-0.9978,13241.37988,13264.41016,13147.19043,13170.71973,101190000,0
1648,0.183,0.745,0.071,-0.9943,13170.79981,13190.41016,13118.45996,13135.00977,117620000,1
1651,0.194,0.743,0.063,-0.9961,13135.16992,13244.33008,13134.62988,13235.38965,142980000,1
1652,0.133,0.817,0.049,-0.9784,13236.61035,13365.86035,13232.58008,13350.95996,152920000,0
1653,0.203,0.756,0.041,-0.9979,13351.04004,13357.7002,13251.74023,13251.96973,149020000,1
1654,0.153,0.809,0.038,-0.9936,13246.66992,13314.63965,13216.03027,13311.71973,119800000,0
1655,0.124,0.802,0.075,-0.9823,13309.9502,13309.9502,13122.53027,13190.83984,413270000,0
1658,0.198,0.716,0.086,-0.9953,13190.15039,13190.37988,13128.54981,13138.92969,47710000,0
1660,0.149,0.774,0.078,-0.9943,13138.84961,13174.87988,13076.87012,13114.58984,79410000,0
1661,0.122,0.837,0.04,-0.9865,13114.96973,13141.74023,12964.08008,13096.30957,100160000,0
1662,0.219,0.729,0.053,-0.9978,13095.08008,13095.45996,12926.86035,12938.11035,85980000,1
1665,0.182,0.755,0.063,-0.9973,12938.19043,13109.12988,12883.88965,13104.13965,145740000,1
1667,0.174,0.785,0.04,-0.9965,13104.29981,13412.70996,13104.29981,13412.54981,161430000,0
1668,0.214,0.747,0.039,-0.9959,13413.00977,13430.59961,13358.29981,13391.36035,129630000,1
1669,0.218,0.729,0.053,-0.9977,13391.04981,13447.11035,13376.23047,13435.20996,107590000,0
1672,0.211,0.698,0.09,-0.994,13436.12988,13436.12988,13343.32031,13384.29004,113120000,0
1673,0.181,0.737,0.082,-0.9946,13377.41992,13377.41992,13293.12988,13328.84961,129570000,1
1674,0.152,0.794,0.054,-0.9931,13329.91992,13416.54981,13329.08008,13390.50977,123070000,1
1675,0.218,0.716,0.066,-0.9985,13391.82031,13478.2002,13382.29004,13471.21973,133520000,1
1676,0.16,0.77,0.07,-0.9953,13471.4502,13496.67969,13439.96973,13488.42969,119200000,1
1679,0.183,0.723,0.094,-0.994,13488.42969,13520.17969,13459.83984,13507.32031,118460000,1
1680,0.163,0.791,0.046,-0.9963,13507.32031,13546.37012,13445.79981,13534.88965,102280000,0
1681,0.145,0.758,0.097,-0.9712,13534.88965,13534.88965,13468.95996,13511.23047,118540000,1
1682,0.187,0.756,0.057,-0.989,13511.23047,13633.88965,13510.24023,13596.01953,183900000,1
1683,0.108,0.828,0.065,-0.9376,13596.01953,13649.92969,13571.86035,13649.7002,260900000,1
1687,0.152,0.763,0.085,-0.9835,13649.7002,13712.20996,13622.95996,13712.20996,144300000,1
1688,0.162,0.777,0.061,-0.9922,13712.20996,13794.29004,13710.12988,13779.33008,104490000,1
1689,0.195,0.732,0.073,-0.9967,13779.33008,13879.66016,13779.33008,13825.33008,124780000,1
1690,0.145,0.782,0.073,-0.9911,13825.33008,13895.98047,13825.33008,13895.98047,130300000,0
1693,0.152,0.783,0.065,-0.9919,13895.98047,13915.71973,13862.57031,13881.92969,113570000,1
1694,0.136,0.787,0.077,-0.9766,13881.92969,13969.99023,13880.00977,13954.41992,108230000,0
1695,0.168,0.76,0.072,-0.994,13954.41992,13966.12988,13896.9502,13910.41992,117200000,0
1696,0.116,0.824,0.06,-0.9858,13910.41992,13941.05957,13860.58008,13860.58008,142600000,1
1697,0.189,0.755,0.056,-0.9963,13860.58008,14019.78027,13860.58008,14009.79004,128420000,0
1700,0.12,0.828,0.051,-0.9825,14009.79004,14009.79004,13866.83008,13880.08008,130420000,1
1701,0.19,0.743,0.067,-0.9966,13880.08008,14013.59961,13880.08008,13979.29981,134390000,1
1702,0.138,0.827,0.035,-0.9928,13979.29981,13991.61035,13913.17969,13986.51953,127560000,0
1703,0.12,0.781,0.099,-0.9243,13986.51953,13988.05957,13852.2002,13944.04981,118530000,1
1704,0.292,0.691,0.017,-0.9992,13944.04981,14022.62012,13944.04981,13992.96973,99860000,0
1707,0.1,0.816,0.084,-0.8481,13992.96973,13992.96973,13940.41016,13971.24023,75090000,1
1708,0.14,0.813,0.047,-0.9949,13971.24023,14038.96973,13968.94043,14018.7002,117180000,0
1709,0.126,0.804,0.07,-0.9789,14018.7002,14029.34961,13945.78027,13982.91016,130520000,0
1710,0.195,0.791,0.015,-0.9972,13982.91016,13990.36035,13921.94043,13973.38965,114800000,1
1711,0.147,0.83,0.023,-0.99,13973.38965,14001.92969,13906.73047,13981.75977,195670000,1
1715,0.132,0.762,0.106,-0.9081,13981.75977,14044.82031,13977.90039,14035.66992,136410000,0
1716,0.156,0.801,0.042,-0.9932,14035.66992,14058.26953,13919.28027,13927.54004,138540000,0
1717,0.161,0.801,0.038,-0.9972,13927.54004,13927.54004,13834.40039,13880.62012,131410000,1
1718,0.173,0.783,0.044,-0.9947,13880.62012,14001.19043,13880.62012,14000.57031,139850000,0
1721,0.166,0.723,0.11,-0.9879,14000.57031,14081.58008,13784.00977,13784.16992,152190000,1
1722,0.193,0.75,0.057,-0.9978,13784.16992,13918.44043,13784.16992,13900.12988,132580000,1
1723,0.171,0.768,0.06,-0.992,13900.12988,14104.86035,13880.19043,14075.37012,107010000,0
1724,0.185,0.793,0.021,-0.9965,14075.37012,14149.15039,14050.17969,14054.49023,177150000,1
1725,0.2,0.704,0.096,-0.995,14054.49023,14107.08984,13937.59961,14089.66016,125920000,1
1728,0.093,0.814,0.093,0.5053,14089.66016,14128.20996,14030.37012,14127.82031,110810000,1
1729,0.204,0.76,0.035,-0.9982,14127.82031,14286.37012,14127.82031,14253.76953,112100000,1
1730,0.171,0.764,0.065,-0.9933,14253.76953,14320.65039,14253,14296.24023,116510000,1
1731,0.139,0.781,0.079,-0.9805,14296.24023,14354.69043,14296.24023,14329.49023,117080000,1
1732,0.123,0.793,0.085,-0.9537,14329.49023,14413.16992,14329.49023,14397.07031,115630000,1
1735,0.168,0.771,0.061,-0.9945,14397.07031,14448.05957,14373.32031,14447.29004,94880000,1
1736,0.202,0.716,0.082,-0.9969,14447.29004,14478.79981,14412.05957,14450.05957,102100000,1
1737,0.137,0.782,0.082,-0.986,14450.05957,14472.79981,14411.66016,14455.28027,83920000,1
1738,0.099,0.804,0.096,-0.2989,14455.28027,14539.29004,14455.28027,14539.13965,117390000,0
1739,0.145,0.779,0.076,-0.9908,14539.13965,14539.13965,14470.5,14514.11035,407770000,0
1742,0.251,0.68,0.069,-0.9982,14514.11035,14521.58984,14404.20996,14452.05957,119640000,1
1743,0.153,0.793,0.054,-0.9949,14452.05957,14514.33984,14382.08984,14455.82031,122170000,1
1744,0.182,0.769,0.049,-0.9967,14455.82031,14546.82031,14455.82031,14511.73047,121240000,0
1745,0.133,0.812,0.055,-0.9937,14511.73047,14511.73047,14383.01953,14421.49023,110450000,1
1746,0.164,0.782,0.054,-0.995,14421.49023,14519.9502,14421.49023,14512.03027,101450000,0
1749,0.102,0.833,0.066,-0.9219,14512.03027,14563.75,14395,14447.75,124840000,1
1750,0.161,0.78,0.059,-0.9944,14447.75,14561.54004,14447.75,14559.65039,96030000,0
1751,0.115,0.81,0.076,-0.9681,14559.65039,14559.65039,14439.54981,14526.16016,92680000,1
1752,0.192,0.742,0.065,-0.9919,14526.16016,14585.09961,14520.86035,14578.54004,153710000,0
1756,0.162,0.782,0.056,-0.9947,14578.54004,14605.71973,14531.48047,14572.84961,91400000,1
1757,0.15,0.807,0.042,-0.9849,14572.84961,14684.49023,14572.84961,14662.00977,98420000,0
1758,0.188,0.766,0.046,-0.9978,14662.00977,14683.12988,14525.36035,14550.34961,127140000,1
1759,0.156,0.803,0.041,-0.9933,14550.34961,14625.24023,14538.71973,14606.11035,104790000,0
1760,0.158,0.775,0.067,-0.9917,14606.11035,14606.11035,14434.42969,14565.25,131250000,1
1763,0.14,0.803,0.057,-0.9806,14565.25,14613.48047,14497.79981,14613.48047,106680000,1
1764,0.127,0.817,0.056,-0.9892,14613.48047,14716.45996,14598.5,14673.45996,128580000,1
1765,0.154,0.756,0.09,-0.984,14673.45996,14826.66016,14673.45996,14802.24023,120520000,1
1766,0.138,0.792,0.069,-0.9818,14802.24023,14887.50977,14785.36035,14865.13965,144570000,0
1767,0.166,0.72,0.115,-0.9749,14865.13965,14865.20996,14790.57031,14865.05957,119570000,0
1770,0.126,0.793,0.081,-0.9732,14865.05957,14865.05957,14598.58008,14599.2002,161680000,1
1771,0.206,0.73,0.064,-0.9973,14599.2002,14761.73047,14599.2002,14756.78027,126320000,0
1772,0.156,0.785,0.059,-0.9912,14756.78027,14756.78027,14560.80957,14618.58984,168010000,0
1773,0.186,0.709,0.104,-0.9942,14618.58984,14650.25977,14495.29004,14537.13965,158050000,1
1774,0.164,0.709,0.127,-0.9687,14537.13965,14553.73047,14444.03027,14547.50977,207200000,1
1777,0.212,0.749,0.038,-0.997,14547.50977,14588.83008,14457.59961,14567.16992,146890000,1
1778,0.222,0.73,0.048,-0.9972,14567.16992,14721.41992,14554.29004,14719.45996,137320000,0
1779,0.128,0.818,0.054,-0.9903,14719.45996,14747.41992,14666.54004,14676.29981,138020000,1
1780,0.129,0.811,0.059,-0.9833,14676.29981,14768.04981,14665.4502,14700.79981,129600000,1
1781,0.197,0.73,0.073,-0.9968,14700.79981,14743.49023,14684.82031,14712.54981,128910000,1
1784,0.228,0.743,0.029,-0.9982,14712.54981,14844.95996,14712.54981,14818.75,97060000,1
1785,0.125,0.814,0.062,-0.9371,14818.75,14839.79981,14734.46973,14839.79981,148250000,0
1786,0.173,0.773,0.054,-0.996,14839.79981,14839.79981,14687.04981,14700.9502,112620000,1
1787,0.182,0.784,0.034,-0.9972,14700.9502,14834.62988,14700.9502,14831.58008,91180000,1
1788,0.201,0.713,0.086,-0.9941,14831.58008,15009.58984,14831.58008,14973.95996,119890000,0
1791,0.187,0.729,0.084,-0.9959,14973.95996,14988.87012,14941.08984,14968.88965,116160000,1
1792,0.188,0.75,0.062,-0.9959,14968.88965,15056.66992,14968.88965,15056.2002,117230000,1
1793,0.162,0.766,0.072,-0.9888,15056.2002,15106.80957,15021.87012,15105.12012,113510000,0
1794,0.185,0.765,0.05,-0.9961,15105.12012,15144.83008,15046.87012,15082.62012,97810000,1
1795,0.177,0.712,0.111,-0.9808,15082.62012,15118.49023,15038.17969,15118.49023,98980000,0
1798,0.231,0.727,0.043,-0.9982,15113.41992,15113.41992,15053.45996,15091.67969,94280000,1
1799,0.12,0.814,0.066,-0.9711,15091.67969,15219.54981,15089.29981,15215.25,124590000,1
1800,0.149,0.795,0.056,-0.993,15211.87012,15301.33984,15175.38965,15275.69043,124030000,0
1801,0.165,0.789,0.046,-0.9964,15273.91992,15302.49023,15215.82031,15233.21973,145090000,1
1802,0.22,0.729,0.051,-0.9981,15234.75,15357.40039,15234.75,15354.40039,175750000,0
1805,0.091,0.866,0.044,-0.9687,15348.33008,15391.83984,15314.15039,15335.28027,116420000,1
1806,0.096,0.842,0.061,-0.9377,15334.96973,15434.5,15325.67969,15387.58008,122970000,0
1807,0.201,0.722,0.077,-0.9957,15387.12012,15542.40039,15265.95996,15307.16992,171850000,0
1808,0.255,0.69,0.055,-0.999,15300.57031,15348.41016,15180.23047,15294.5,148810000,1
1809,0.141,0.793,0.067,-0.9883,15290.74023,15306.70996,15199.62988,15303.09961,105660000,1
1813,0.191,0.784,0.025,-0.9981,15307.33008,15521.49023,15307.33008,15409.38965,130680000,0
1814,0.135,0.78,0.085,-0.9825,15399.94043,15400.25,15229.53027,15302.79981,114020000,1
1815,0.188,0.757,0.054,-0.9973,15306.01953,15398.7002,15280.99023,15324.53027,121150000,0
1816,0.154,0.77,0.077,-0.9862,15322.21973,15392.37988,15115.57031,15115.57031,208830000,1
1819,0.205,0.751,0.044,-0.998,15123.54981,15254.11035,15123.54981,15254.03027,147980000,0
1820,0.135,0.781,0.083,-0.9661,15255.21973,15304.98047,15100.78027,15177.54004,134280000,0
1821,0.174,0.755,0.071,-0.9898,15168.09961,15168.62988,14945.57031,14960.58984,141400000,1
1822,0.148,0.776,0.076,-0.97,14955.4502,15040.62012,14844.21973,15040.62012,140410000,1
1823,0.139,0.78,0.082,-0.9705,15044.45996,15255.58008,15044.45996,15248.12012,137380000,0
1826,0.086,0.819,0.096,0.7469,15247.80957,15300.63965,15211.25,15238.58984,94250000,0
1827,0.079,0.844,0.078,0.1346,15231.37988,15251.07031,15086.08984,15122.01953,101610000,0
1828,0.152,0.808,0.039,-0.9942,15130.38965,15241.28027,14981.20996,14995.23047,105770000,1
1829,0.089,0.839,0.072,-0.5586,14992.54004,15202.26953,14953.4502,15176.08008,104490000,0
1830,0.177,0.74,0.083,-0.9938,15178.08008,15205.91992,15044.79981,15070.17969,107430000,1
1833,0.143,0.787,0.07,-0.9909,15078.70996,15261.70996,15078.70996,15179.84961,139250000,1
1834,0.124,0.845,0.03,-0.9899,15186.29981,15340.08984,15186.29981,15318.23047,99210000,0
1835,0.165,0.772,0.062,-0.9963,15315.46973,15322.07031,15112.11035,15112.19043,111380000,0
1836,0.177,0.733,0.09,-0.9905,15105.50977,15105.50977,14732.03027,14758.32031,172630000,1
1837,0.126,0.823,0.051,-0.9801,14760.62012,14858.55957,14688.42969,14799.40039,420080000,0
1840,0.223,0.73,0.046,-0.9965,14795.79004,14795.79004,14551.26953,14659.55957,158670000,1
1841,0.109,0.802,0.089,-0.913,14669.69043,14812.03027,14669.69043,14760.30957,135940000,1
1842,0.116,0.805,0.079,-0.9623,14769.99023,14938.98047,14769.67969,14910.13965,133230000,1
1843,0.101,0.848,0.052,-0.9684,14921.28027,15075.00977,14921.28027,15024.49023,113650000,0
1844,0.142,0.772,0.086,-0.9818,15016.58008,15034.62988,14884.79981,14909.59961,230000000,1
1847,0.111,0.8,0.089,-0.891,14911.59961,15083.28027,14911.59961,14974.95996,120570000,0
1848,0.141,0.797,0.061,-0.9932,14974.95996,15049.21973,14870.50977,14932.41016,116610000,1
1849,0.126,0.82,0.054,-0.9799,14923.73047,15025.90039,14858.92969,14988.37012,61000000,1
1851,0.104,0.809,0.088,-0.7774,14995.45996,15137.50977,14971.2002,15135.83984,94560000,1
1854,0.164,0.772,0.064,-0.992,15137.21973,15262.71973,15137.21973,15224.69043,136820000,1
1855,0.117,0.799,0.085,-0.9666,15228.45996,15320.41992,15228.45996,15300.33984,109270000,0
1856,0.194,0.775,0.031,-0.9971,15298.03027,15348.9502,15258.88965,15291.66016,105050000,1
1857,0.143,0.802,0.055,-0.9861,15298,15483.54981,15298,15460.91992,124950000,1
1858,0.107,0.782,0.111,0.7867,15460.69043,15498.38965,15410.26953,15464.29981,130140000,1
1861,0.122,0.774,0.103,-0.8633,15459.69043,15509.48047,15455.76953,15484.25977,99430000,0
1862,0.17,0.786,0.044,-0.9962,15485.03027,15498.16016,15415.70996,15451.84961,105970000,1
1863,0.223,0.722,0.055,-0.9981,15456.91992,15502,15438.12012,15470.51953,126240000,1
1864,0.241,0.671,0.087,-0.9987,15465.91016,15589.40039,15465.91016,15548.54004,136270000,1
1865,0.162,0.796,0.042,-0.9958,15524.26953,15544.54981,15491.95996,15543.74023,229260000,1
1868,0.148,0.8,0.051,-0.9965,15543.96973,15576.20996,15516.2002,15545.54981,180920000,1
1869,0.157,0.776,0.066,-0.9917,15547,15604.21973,15544.05957,15567.74023,98700000,0
