,neg,neu,pos,compound,Open,label
1983,0.264,0.701,0.035,-0.9983,15806.21973,1
1984,0.115,0.82,0.065,-0.981,15876.16016,1
1987,0.15,0.779,0.071,-0.9892,15962.71973,1
1988,0.172,0.736,0.091,-0.994,15974.05957,0
1989,0.1,0.802,0.099,-0.1331,15971.2002,0
1990,0.153,0.76,0.087,-0.9905,15908.07031,1
1991,0.158,0.774,0.068,-0.9934,16008.70996,1
1994,0.189,0.701,0.11,-0.9918,16072.08984,1
1995,0.143,0.792,0.065,-0.9943,16070.92969,1
1996,0.155,0.772,0.073,-0.9953,16073.37012,1
1998,0.176,0.768,0.055,-0.9966,16105.16016,0
2001,0.168,0.77,0.062,-0.996,16087.12012,0
2002,0.128,0.81,0.063,-0.9848,16004.71973,0
2003,0.172,0.75,0.078,-0.9932,15910.50977,0
2004,0.167,0.765,0.067,-0.9927,15886.5,0
2005,0.165,0.772,0.064,-0.9859,15825.54981,1
2008,0.103,0.864,0.033,-0.9871,16019.49023,1
2009,0.101,0.831,0.068,-0.9679,16024.12012,0
2010,0.094,0.795,0.111,0.8114,15970.75,0
2011,0.167,0.784,0.048,-0.9949,15844.82031,0
2012,0.169,0.783,0.048,-0.9961,15745.66016,1
2015,0.148,0.785,0.067,-0.9819,15759.59961,1
2016,0.155,0.741,0.104,-0.9802,15884.05957,0
2017,0.119,0.809,0.073,-0.974,15876.57031,1
2018,0.108,0.821,0.071,-0.9697,16162.50977,1
2019,0.138,0.827,0.035,-0.9886,16178.57031,1
2022,0.189,0.748,0.062,-0.997,16225.25,1
2023,0.155,0.797,0.048,-0.9946,16295.7002,1
2025,0.169,0.796,0.036,-0.9957,16370.96973,1
2026,0.217,0.737,0.046,-0.9966,16486.36914,0
2029,0.168,0.792,0.04,-0.9957,16484.50977,1
2030,0.105,0.83,0.065,-0.9686,16512.38086,1
2032,0.199,0.733,0.068,-0.9976,16572.16992,0
2033,0.137,0.809,0.054,-0.9858,16456.89063,1
2036,0.169,0.79,0.04,-0.9963,16474.03906,0
2037,0.167,0.795,0.038,-0.9934,16429.01953,1
2038,0.171,0.75,0.079,-0.9964,16527.66016,0
2039,0.156,0.781,0.063,-0.991,16471.41016,0
2040,0.172,0.739,0.089,-0.9927,16453.61914,0
2043,0.184,0.747,0.069,-0.9968,16434.0293,0
2044,0.129,0.805,0.066,-0.9831,16261.99023,1
2045,0.14,0.822,0.038,-0.9929,16378.03027,1
2046,0.15,0.736,0.114,-0.9685,16477.69922,0
2047,0.132,0.768,0.1,-0.9158,16408.01953,1
2051,0.152,0.816,0.033,-0.9954,16459.26953,0
2052,0.204,0.717,0.079,-0.9963,16420.48047,0
2053,0.189,0.775,0.036,-0.9963,16371.99023,0
2054,0.093,0.797,0.11,0.9511,16203.29004,0
2057,0.199,0.746,0.054,-0.9974,15879.04981,0
2058,0.121,0.791,0.087,-0.9695,15840.83984,1
2059,0.162,0.786,0.052,-0.9957,15927.08008,0
2060,0.121,0.849,0.03,-0.989,15743.03027,1
2061,0.164,0.793,0.043,-0.993,15847.19043,0
2064,0.163,0.784,0.053,-0.995,15697.69043,0
2065,0.163,0.744,0.093,-0.9912,15372.92969,1
2066,0.166,0.729,0.105,-0.988,15443,0
2067,0.146,0.725,0.129,-0.8812,15443.83008,1
2068,0.126,0.786,0.089,-0.957,15630.63965,1
2071,0.107,0.805,0.088,-0.9377,15793.62988,1
2072,0.136,0.803,0.062,-0.9895,15804.16992,1
2073,0.149,0.768,0.082,-0.9899,15993.04004,0
2074,0.134,0.809,0.057,-0.9815,15946.99023,1
2075,0.118,0.779,0.103,-0.8225,16018.08008,1
2079,0.159,0.784,0.056,-0.9956,16153.96973,0
2080,0.164,0.766,0.07,-0.9907,16126.23047,0
2081,0.161,0.786,0.053,-0.9949,16044.15039,1
2082,0.2,0.735,0.064,-0.9965,16135.91992,0
2085,0.099,0.861,0.04,-0.9596,16102.26953,1
2086,0.225,0.705,0.07,-0.9976,16207.33984,0
2087,0.103,0.846,0.051,-0.9689,16180.36035,1
2088,0.109,0.842,0.049,-0.9816,16197.7002,1
2089,0.095,0.875,0.029,-0.9801,16273.23047,1
2092,0.081,0.851,0.067,-0.5593,16321.70996,0
2093,0.128,0.828,0.045,-0.9894,16169.32031,1
2094,0.136,0.787,0.077,-0.985,16395.88086,0
2095,0.103,0.856,0.041,-0.9517,16360.55957,1
2096,0.181,0.78,0.039,-0.9957,16424.5293,1
2099,0.18,0.767,0.052,-0.9939,16453.09961,0
2100,0.19,0.755,0.055,-0.9962,16419.39063,0
2101,0.147,0.815,0.038,-0.9927,16350.66992,0
2102,0.065,0.87,0.065,-0.4588,16341.54981,0
2103,0.142,0.789,0.069,-0.9836,16106.32031,0
2106,0.161,0.794,0.045,-0.9911,16066.37012,1
2107,0.074,0.846,0.08,0.8835,16245.92969,1
2108,0.166,0.758,0.075,-0.996,16335.70996,0
2109,0.095,0.849,0.056,-0.9709,16221.98047,1
2110,0.102,0.837,0.061,-0.9747,16332.69043,0
2113,0.104,0.841,0.054,-0.9559,16303.28027,0
2114,0.164,0.77,0.066,-0.9906,16279.2002,1
2115,0.145,0.788,0.067,-0.992,16370.70996,0
2116,0.136,0.798,0.066,-0.9896,16268.66992,0
2117,0.127,0.837,0.036,-0.9875,16267.76953,1
2120,0.114,0.821,0.065,-0.9504,16324.21973,1
2121,0.153,0.791,0.056,-0.9902,16458.05078,1
2122,0.152,0.803,0.045,-0.9955,16532.80078,1
2123,0.088,0.886,0.026,-0.9737,16572.35938,1
2124,0.133,0.83,0.037,-0.9911,16576.01953,0
2127,0.141,0.812,0.047,-0.9882,16414.15039,0
2128,0.157,0.753,0.091,-0.9897,16245.16016,1
2129,0.095,0.846,0.059,-0.9709,16256.37012,1
2130,0.191,0.744,0.065,-0.9971,16437.24023,0
2131,0.095,0.85,0.055,-0.9672,16168.87012,0
2134,0.113,0.809,0.078,-0.9667,16028.29004,1
2135,0.144,0.773,0.083,-0.9797,16173.49023,1
2136,0.137,0.784,0.08,-0.9661,16266.23047,1
2137,0.096,0.833,0.071,-0.802,16424.14063,0
2141,0.184,0.765,0.051,-0.9982,16408.91992,1
2142,0.161,0.782,0.057,-0.9939,16449.38086,1
2143,0.124,0.817,0.059,-0.978,16513.73047,0
2144,0.161,0.778,0.06,-0.993,16503.39063,0
2145,0.122,0.848,0.03,-0.9898,16503.25977,0
2148,0.104,0.854,0.043,-0.9397,16363.2002,1
2149,0.107,0.795,0.098,-0.6808,16451.17969,1
2150,0.16,0.805,0.035,-0.9951,16534.85938,1
2151,0.179,0.762,0.059,-0.9953,16580.25977,0
2152,0.197,0.714,0.089,-0.9933,16562.33984,0
2155,0.116,0.858,0.026,-0.9858,16509.75,1
2156,0.186,0.767,0.047,-0.9968,16529.84961,0
2157,0.177,0.78,0.042,-0.9966,16401.66016,1
2158,0.138,0.821,0.041,-0.9855,16518.16016,1
2159,0.143,0.823,0.033,-0.9883,16551.23047,1
2162,0.159,0.811,0.03,-0.9935,16584.82031,1
2163,0.135,0.796,0.069,-0.9887,16695.91992,1
2164,0.182,0.77,0.048,-0.9951,16716.08008,0
2165,0.121,0.822,0.058,-0.98,16613.51953,0
2166,0.147,0.829,0.024,-0.995,16447.32031,1
2169,0.127,0.78,0.093,-0.9578,16490.34961,1
2170,0.106,0.799,0.095,-0.6606,16511.2207,0
2171,0.197,0.717,0.085,-0.9934,16376.16992,1
2172,0.188,0.73,0.082,-0.9955,16532.74023,1
2173,0.123,0.844,0.033,-0.9885,16544.49023,1
2177,0.164,0.738,0.098,-0.9866,16607.41992,1
2178,0.139,0.824,0.037,-0.9886,16674.98047,0
2179,0.227,0.693,0.079,-0.9973,16637.74023,1
2180,0.138,0.822,0.04,-0.9872,16697.33008,1
2183,0.138,0.807,0.055,-0.9818,16716.84961,1
2184,0.098,0.836,0.066,-0.9501,16736.69922,0
2185,0.094,0.847,0.059,-0.9669,16720,1
2186,0.138,0.81,0.052,-0.9923,16739.14063,1
2187,0.11,0.804,0.086,-0.91,16839.64063,1
2190,0.141,0.796,0.063,-0.9936,16926.08008,1
2191,0.12,0.817,0.063,-0.9769,16940.40039,1
2192,0.099,0.84,0.061,-0.9616,16943.16016,0
2193,0.163,0.798,0.039,-0.9942,16840.48047,0
2194,0.121,0.829,0.05,-0.9816,16734.64063,1
2197,0.096,0.81,0.094,0.1705,16765.56055,1
2198,0.151,0.745,0.105,-0.9787,16779.21094,1
2199,0.176,0.734,0.091,-0.9926,16806.11914,1
2200,0.113,0.817,0.07,-0.9705,16909.90039,1
2201,0.102,0.836,0.062,-0.9612,16920.61914,1
2204,0.198,0.762,0.04,-0.9951,16946.5,0
2205,0.191,0.718,0.092,-0.9927,16934.61914,0
2206,0.182,0.709,0.108,-0.9919,16817.67969,1
2207,0.128,0.819,0.053,-0.9884,16866.81055,0
2208,0.142,0.819,0.039,-0.9937,16846.90039,1
2211,0.214,0.733,0.053,-0.997,16852.49023,0
2212,0.118,0.821,0.061,-0.9826,16828.5293,1
2213,0.237,0.718,0.044,-0.9974,16949.71094,1
2214,0.126,0.797,0.077,-0.9635,16979,1
2218,0.141,0.774,0.085,-0.9659,17063.83008,0
2219,0.136,0.797,0.067,-0.988,17022.08984,0
2220,0.171,0.802,0.028,-0.995,16916.83008,1
2221,0.126,0.802,0.071,-0.9784,16980.34961,0
2222,0.165,0.778,0.058,-0.9899,16918.31055,1
2225,0.134,0.812,0.055,-0.9854,16950.92969,1
2226,0.113,0.831,0.056,-0.979,17055.0293,1
2227,0.156,0.794,0.051,-0.9942,17061.91016,1
2228,0.15,0.791,0.059,-0.9876,17133.44922,0
2229,0.172,0.777,0.051,-0.9947,16978.16016,1
2232,0.21,0.763,0.027,-0.9978,17095.10938,0
2233,0.156,0.774,0.07,-0.9878,17054.9707,1
2234,0.218,0.749,0.033,-0.9971,17117.00977,0
2235,0.164,0.802,0.033,-0.9959,17092.01953,0
2236,0.164,0.767,0.069,-0.9911,17079.5,0
2239,0.117,0.841,0.042,-0.9855,16956.91016,1
2240,0.118,0.782,0.1,-0.6818,16984.33008,0
2241,0.186,0.75,0.064,-0.9929,16920.10938,0
2242,0.204,0.747,0.049,-0.9976,16869.63086,0
2243,0.176,0.768,0.057,-0.9928,16561.69922,0
2246,0.15,0.824,0.027,-0.9948,16493.7207,1
2247,0.125,0.817,0.058,-0.9878,16559.9707,0
2248,0.198,0.778,0.024,-0.9981,16425.09961,1
2249,0.178,0.766,0.056,-0.9918,16448.28906,0
2250,0.139,0.824,0.037,-0.9808,16369.67969,1
2253,0.166,0.791,0.043,-0.996,16557.26953,1
2254,0.137,0.807,0.057,-0.9877,16565.55078,0
2255,0.122,0.758,0.12,-0.7046,16567.53906,1
2256,0.113,0.812,0.076,-0.9676,16657.32031,1
2257,0.14,0.826,0.034,-0.9943,16717.00977,0
2260,0.126,0.793,0.081,-0.9643,16664.44922,1
2261,0.172,0.791,0.037,-0.9958,16839.06055,1
2262,0.134,0.815,0.051,-0.9864,16910.0293,1
2263,0.206,0.727,0.067,-0.9967,16983.88086,1
2264,0.186,0.761,0.052,-0.9966,17038.26953,0
2267,0.122,0.831,0.046,-0.9848,17011.81055,1
2268,0.152,0.772,0.076,-0.9808,17079.57031,1
2269,0.165,0.784,0.051,-0.9959,17111.0293,1
2270,0.148,0.803,0.049,-0.9903,17119.06055,0
2271,0.167,0.788,0.045,-0.9946,17083.41992,1
2275,0.114,0.834,0.053,-0.9807,17097.41992,0
2276,0.185,0.747,0.068,-0.9893,17067.24023,1
2277,0.146,0.785,0.069,-0.9865,17083.60938,0
2278,0.134,0.788,0.078,-0.9863,17065.89063,1
2281,0.158,0.79,0.052,-0.9931,17131.71094,0
2282,0.125,0.839,0.036,-0.9853,17110.39063,0
2283,0.098,0.797,0.105,0.6381,17016.05078,1
2284,0.137,0.774,0.089,-0.9623,17057.41016,0
2285,0.133,0.781,0.086,-0.9672,17044.05078,0
2288,0.088,0.864,0.049,-0.9559,16988.75977,1
2289,0.126,0.793,0.081,-0.9799,17027.16016,1
2290,0.145,0.797,0.059,-0.9913,17131.00977,1
2291,0.142,0.81,0.048,-0.9915,17163.73047,1
2292,0.122,0.788,0.09,-0.9223,17267.21094,1
2295,0.129,0.786,0.085,-0.9709,17271.71094,0
2296,0.136,0.81,0.054,-0.9775,17165.91016,0
2297,0.106,0.797,0.098,-0.6059,17056.64063,1
2298,0.11,0.792,0.098,-0.6908,17204.85938,0
2299,0.121,0.782,0.097,-0.9728,16948.61914,1
2302,0.169,0.778,0.053,-0.9921,17107.68945,0
2303,0.15,0.795,0.055,-0.9958,17070.44922,0
2304,0.109,0.853,0.038,-0.9808,17040.46094,0
2305,0.124,0.804,0.073,-0.979,16808.26953,0
2306,0.155,0.774,0.071,-0.9839,16802.19922,1
2309,0.155,0.76,0.085,-0.9867,17010.33984,0
2310,0.135,0.804,0.061,-0.986,16988.25,0
2311,0.123,0.801,0.077,-0.9597,16718.65039,1
2312,0.116,0.838,0.046,-0.9885,16989.36914,0
2313,0.172,0.779,0.048,-0.9951,16654.88086,0
2316,0.123,0.824,0.053,-0.9788,16535.42969,0
2317,0.196,0.745,0.059,-0.9951,16321.90039,0
2318,0.135,0.793,0.071,-0.9856,16313.29981,0
2319,0.098,0.822,0.08,-0.6269,16137.13965,0
2320,0.138,0.811,0.051,-0.9895,16118.38965,1
2323,0.16,0.767,0.072,-0.9855,16373.15039,1
2324,0.153,0.762,0.085,-0.9896,16406.0293,1
2325,0.096,0.812,0.093,-0.1093,16615.25977,0
2326,0.172,0.731,0.097,-0.9881,16468.07031,1
2327,0.174,0.77,0.055,-0.996,16677.03906,1
2330,0.174,0.763,0.064,-0.9877,16796.09961,1
2331,0.139,0.752,0.109,-0.9554,16825.18945,1
2332,0.087,0.759,0.154,0.9917,17005.07031,0
2333,0.058,0.904,0.038,-0.8093,16968.14063,1
2334,0.099,0.855,0.045,-0.9674,17208.7793,1
2337,0.071,0.874,0.056,-0.5994,17390.90039,0
2338,0.135,0.813,0.052,-0.9868,17368.81055,1
2339,0.169,0.753,0.078,-0.9908,17385.75977,1
2340,0.194,0.751,0.054,-0.9967,17491.66016,1
2341,0.119,0.827,0.054,-0.9861,17558.58008,1
2344,0.155,0.789,0.056,-0.9928,17568.98047,1
2345,0.095,0.837,0.068,-0.8977,17615.64063,0
2346,0.176,0.772,0.053,-0.9944,17604.75,1
2347,0.092,0.853,0.055,-0.9337,17618.68945,1
2348,0.185,0.758,0.057,-0.9965,17653.10938,0
2351,0.168,0.786,0.046,-0.9912,17631.84961,1
2352,0.166,0.766,0.068,-0.9935,17643.08984,1
2353,0.155,0.784,0.062,-0.9921,17685.50977,1
2354,0.209,0.763,0.028,-0.9981,17677.32031,1
2355,0.166,0.772,0.063,-0.994,17721.01953,1
2358,0.129,0.821,0.05,-0.9838,17812.63086,1
2359,0.202,0.694,0.104,-0.994,17819.05078,0
2360,0.161,0.76,0.079,-0.9903,17812.25,1
2362,0.18,0.758,0.062,-0.9955,17830.55078,0
2365,0.133,0.798,0.068,-0.9792,17827.26953,0
2366,0.096,0.817,0.088,-0.3832,17778.84961,1
2367,0.146,0.806,0.047,-0.9963,17880.90039,1
2368,0.165,0.809,0.026,-0.9972,17910.01953,0
2369,0.187,0.736,0.078,-0.9944,17903.05078,1
2372,0.164,0.763,0.074,-0.9933,17954.93945,0
2373,0.135,0.781,0.083,-0.9799,17847.36914,0
2374,0.228,0.719,0.052,-0.998,17797.99023,0
2375,0.142,0.804,0.054,-0.992,17534.30078,1
2376,0.138,0.694,0.168,0.8947,17590.05078,0
2379,0.145,0.79,0.065,-0.9904,17285.74023,0
2380,0.239,0.699,0.061,-0.9976,17173.07031,0
2381,0.188,0.768,0.045,-0.9971,17069.16016,1
2382,0.195,0.754,0.05,-0.9975,17367.84961,1
2383,0.165,0.747,0.088,-0.9919,17778.01953,1
2386,0.121,0.795,0.084,-0.9705,17812.25,1
2387,0.145,0.762,0.094,-0.9741,17971.50977,1
2388,0.128,0.834,0.038,-0.9859,18035.73047,0
2390,0.156,0.764,0.08,-0.9912,18038.30078,1
2393,0.172,0.771,0.057,-0.9912,18046.58008,0
2394,0.176,0.774,0.05,-0.9941,18035.01953,0
2395,0.166,0.794,0.039,-0.9932,17987.66016,0
2397,0.153,0.774,0.072,-0.9928,17823.07031,1
2400,0.17,0.775,0.054,-0.9965,17821.30078,0
2401,0.132,0.816,0.053,-0.9871,17504.17969,0
2402,0.183,0.768,0.049,-0.9971,17374.7793,1
2403,0.286,0.665,0.049,-0.9991,17591.9707,1
2404,0.196,0.729,0.075,-0.9962,17911.01953,0
2407,0.168,0.76,0.072,-0.9934,17742.05078,0
2408,0.204,0.74,0.056,-0.9954,17645.01953,0
2409,0.194,0.739,0.066,-0.9969,17609.06055,0
2410,0.105,0.832,0.063,-0.9593,17436.30078,0
2411,0.207,0.7,0.093,-0.9968,17320,1
2415,0.14,0.785,0.075,-0.9795,17516.96094,0
2416,0.125,0.815,0.06,-0.9853,17509.96094,1
2417,0.153,0.812,0.034,-0.9934,17557.28906,1
2418,0.154,0.767,0.079,-0.9813,17812.5,0
2421,0.172,0.759,0.069,-0.9927,17668.10938,1
2422,0.211,0.7,0.089,-0.9951,17638.5293,0
2423,0.128,0.81,0.062,-0.9805,17402.91016,0
2424,0.174,0.783,0.043,-0.9947,17195.28906,1
2425,0.104,0.854,0.042,-0.979,17416.84961,0
2428,0.136,0.81,0.054,-0.9917,17169.99023,1
2429,0.115,0.835,0.05,-0.9769,17369.9707,1
2430,0.188,0.758,0.054,-0.9938,17664.99023,1
2431,0.121,0.796,0.083,-0.9498,17677.25977,1
2432,0.116,0.819,0.065,-0.9828,17881.53906,0
2435,0.214,0.71,0.076,-0.9948,17821.49023,0
2436,0.179,0.708,0.112,-0.9846,17736.15039,1
2437,0.141,0.829,0.03,-0.9936,17867.85938,0
2438,0.119,0.849,0.033,-0.9841,17862.14063,1
2439,0.213,0.766,0.021,-0.9974,17968.65039,1
2443,0.208,0.741,0.052,-0.9972,18019.80078,1
2444,0.173,0.792,0.034,-0.995,18045.7207,0
2445,0.118,0.767,0.115,-0.3612,18028.66992,0
2446,0.185,0.756,0.059,-0.9968,17985.76953,1
2449,0.131,0.802,0.067,-0.9826,18140.75977,0
2450,0.143,0.778,0.079,-0.983,18112.57031,1
2451,0.149,0.773,0.078,-0.9881,18208.66992,1
2452,0.165,0.791,0.044,-0.9922,18224.41016,0
2453,0.086,0.858,0.056,-0.9255,18213.25977,0
2456,0.149,0.78,0.071,-0.9861,18134.05078,1
2457,0.106,0.815,0.078,-0.8955,18281.94922,0
2458,0.164,0.805,0.031,-0.997,18203.36914,0
2459,0.158,0.75,0.092,-0.993,18096.90039,1
2460,0.178,0.772,0.05,-0.9963,18135.7207,0
2463,0.135,0.821,0.044,-0.9879,17856.56055,1
2464,0.116,0.816,0.068,-0.9655,17989.56055,0
2465,0.167,0.744,0.09,-0.9865,17662.93945,0
2466,0.156,0.766,0.077,-0.9928,17626.83984,1
2467,0.104,0.802,0.094,-0.8656,17889.05078,0
2470,0.143,0.796,0.061,-0.9909,17751.24023,1
2471,0.056,0.86,0.084,0.8903,17972.2207,0
2472,0.095,0.841,0.064,-0.7895,17846.80078,1
2473,0.069,0.827,0.104,0.9336,18072.58008,0
2474,0.137,0.82,0.043,-0.9951,17961.13086,1
2477,0.139,0.824,0.037,-0.9881,18136.73047,0
2478,0.091,0.831,0.078,-0.7518,18110.86914,0
2479,0.162,0.744,0.094,-0.9906,18012.60938,0
2480,0.139,0.785,0.076,-0.9869,17716.26953,0
2481,0.112,0.807,0.08,-0.9477,17673.63086,1
2484,0.206,0.742,0.052,-0.9974,17727.48047,1
2485,0.107,0.842,0.051,-0.9761,17965.36914,0
2486,0.125,0.811,0.063,-0.9809,17778.51953,0
2487,0.135,0.813,0.052,-0.9878,17699.51953,1
2491,0.115,0.814,0.071,-0.9654,17755.5,1
2492,0.176,0.75,0.074,-0.9948,17884.32031,0
2493,0.151,0.797,0.052,-0.9929,17877.61914,1
2494,0.161,0.782,0.058,-0.9934,17902.50977,1
2495,0.1,0.864,0.036,-0.9904,17956.73047,1
2498,0.1,0.851,0.049,-0.9744,18052.32031,0
2499,0.144,0.784,0.072,-0.9906,17979.10938,1
2500,0.129,0.81,0.062,-0.9782,18045.71094,1
2501,0.122,0.813,0.065,-0.9786,18106.26953,0
2502,0.108,0.816,0.076,-0.9547,18102.56055,0
2505,0.156,0.784,0.06,-0.9938,17841.17969,1
2506,0.109,0.855,0.037,-0.985,18034.23047,0
2507,0.095,0.843,0.061,-0.9516,17950.82031,1
2508,0.09,0.855,0.055,-0.9667,18031.90039,1
2509,0.102,0.848,0.05,-0.971,18056.41992,1
2512,0.139,0.78,0.08,-0.9723,18097.89063,0
2513,0.12,0.81,0.07,-0.9842,18035.90039,1
2514,0.13,0.763,0.106,-0.9286,18093.68945,0
2515,0.148,0.792,0.06,-0.9881,18033.33008,0
2516,0.152,0.827,0.021,-0.9953,17859.26953,1
2519,0.145,0.831,0.024,-0.9968,18026.01953,1
2520,0.166,0.744,0.09,-0.9873,18062.5293,0
2521,0.123,0.806,0.071,-0.9702,17934.81055,0
2522,0.115,0.842,0.043,-0.9836,17840.25,1
2523,0.092,0.833,0.076,-0.7269,17933.64063,1
2526,0.107,0.806,0.087,-0.9391,18187.7793,0
2527,0.132,0.799,0.069,-0.9715,18096.16016,0
2528,0.155,0.787,0.058,-0.9954,18070.36914,0
2529,0.144,0.827,0.029,-0.9923,18062.49023,1
2530,0.142,0.815,0.042,-0.9953,18251.9707,1
2533,0.191,0.753,0.056,-0.9968,18267.25,1
2534,0.121,0.825,0.054,-0.9934,18300.48047,1
2535,0.119,0.821,0.06,-0.9806,18315.06055,0
2536,0.105,0.815,0.08,-0.9404,18285.86914,0
2537,0.092,0.838,0.07,-0.9283,18286.86914,0
2541,0.141,0.821,0.038,-0.9945,18229.75,0
2542,0.2,0.727,0.073,-0.9967,18045.08008,1
2543,0.145,0.763,0.092,-0.9702,18154.14063,0
2544,0.192,0.733,0.075,-0.9981,18128.11914,0
2547,0.18,0.775,0.045,-0.9964,18017.82031,1
2548,0.089,0.847,0.064,-0.8402,18033.33008,0
2549,0.118,0.797,0.085,-0.9632,18018.41992,1
2550,0.112,0.797,0.091,-0.9371,18072.4707,0
2551,0.088,0.846,0.066,-0.9286,17905.38086,0
2554,0.066,0.877,0.057,-0.6616,17849.46094,0
2555,0.152,0.767,0.081,-0.9915,17766.94922,0
2556,0.091,0.829,0.08,-0.7065,17765.38086,1
2557,0.091,0.834,0.075,-0.9144,18001.26953,1
2558,0.137,0.804,0.059,-0.9926,18035.83008,0
2561,0.138,0.796,0.066,-0.9845,17890.75977,0
2562,0.139,0.783,0.079,-0.9885,17787.42969,1
2563,0.111,0.847,0.042,-0.9836,17909.58008,1
2564,0.107,0.791,0.102,-0.6705,17944.60938,1
2565,0.139,0.812,0.049,-0.9932,18116.24023,0
2568,0.102,0.828,0.07,-0.9615,18027.63086,1
2569,0.138,0.75,0.112,-0.9484,18121.7793,1
2570,0.083,0.884,0.033,-0.9674,18139.09961,0
2571,0.094,0.848,0.058,-0.9072,17977.10938,0
2572,0.121,0.833,0.046,-0.951,17892.0293,1
2575,0.126,0.784,0.091,-0.9708,17936.74023,0
2576,0.12,0.809,0.072,-0.9734,17599.96094,1
2577,0.13,0.828,0.042,-0.985,17638.11914,1
2578,0.137,0.781,0.082,-0.9867,17763.32031,0
2582,0.143,0.816,0.041,-0.9944,17728.08008,0
2583,0.173,0.752,0.075,-0.9946,17684.91992,1
2584,0.108,0.808,0.084,-0.9118,17759.00977,0
2585,0.185,0.751,0.064,-0.9949,17530.38086,1
2586,0.135,0.78,0.085,-0.9732,17561.11914,1
2589,0.144,0.788,0.068,-0.987,17787.26953,1
2590,0.101,0.818,0.082,-0.9333,17974.60938,1
2591,0.115,0.813,0.072,-0.9707,18053.38086,0
2592,0.127,0.767,0.106,-0.9567,18078.16016,1
2593,0.148,0.788,0.064,-0.9905,18117.58008,0
2596,0.176,0.715,0.109,-0.9825,18085.91016,1
2597,0.122,0.804,0.073,-0.9803,18096.66992,0
2598,0.118,0.84,0.042,-0.9905,17918.34961,0
2599,0.125,0.821,0.054,-0.9891,17853.7793,0
2600,0.128,0.807,0.065,-0.9898,17731.05078,0
2603,0.153,0.815,0.032,-0.9959,17561.7793,0
2604,0.177,0.774,0.049,-0.9962,17449.81055,1
2605,0.137,0.816,0.047,-0.9936,17631.40039,1
2606,0.113,0.822,0.065,-0.9786,17743.24023,1
2607,0.129,0.811,0.06,-0.9902,17755.86914,0
2610,0.177,0.783,0.04,-0.9968,17696.74023,0
2611,0.15,0.77,0.08,-0.9908,17596.92969,0
2612,0.169,0.776,0.055,-0.9959,17555.24023,0
2613,0.129,0.78,0.092,-0.9725,17542.60938,0
2614,0.169,0.795,0.036,-0.9978,17414.93945,0
2617,0.164,0.718,0.118,-0.967,17375.17969,1
2618,0.147,0.789,0.065,-0.9928,17593.58984,0
2619,0.149,0.794,0.057,-0.9916,17382.92969,1
2620,0.078,0.859,0.063,-0.8887,17401.64063,1
2621,0.158,0.78,0.063,-0.9932,17410.11914,1
2624,0.167,0.791,0.042,-0.9932,17472.66016,1
2625,0.134,0.818,0.048,-0.9902,17537.30078,0
2626,0.105,0.794,0.101,-0.4715,17508.74023,0
2627,0.15,0.774,0.076,-0.9941,17345.32031,0
2628,0.095,0.81,0.095,-0.4592,16990.68945,0
2631,0.159,0.799,0.043,-0.9931,16459.75,0
2632,0.147,0.753,0.1,-0.9616,15882.26953,0
2633,0.107,0.833,0.061,-0.9783,15676.25977,1
2634,0.176,0.78,0.045,-0.9974,16285.50977,1
2635,0.129,0.84,0.032,-0.9938,16649.41992,0
2638,0.124,0.772,0.104,-0.7915,16632.01953,0
2639,0.124,0.793,0.084,-0.9732,16528.0293,0
2640,0.168,0.785,0.047,-0.9958,16058.34961,1
2641,0.118,0.817,0.065,-0.9791,16364.33984,1
2642,0.177,0.751,0.072,-0.994,16371.75977,0
2646,0.137,0.798,0.065,-0.9911,16109.92969,1
2647,0.126,0.786,0.088,-0.9538,16505.03906,0
2648,0.153,0.784,0.064,-0.9918,16252.57031,1
2649,0.164,0.731,0.105,-0.9812,16330.40039,1
2652,0.128,0.784,0.089,-0.9738,16450.85938,0
2653,0.127,0.832,0.04,-0.9889,16382.58008,1
2654,0.161,0.735,0.104,-0.9758,16599.50977,1
2655,0.182,0.731,0.087,-0.9957,16738.08008,0
2656,0.132,0.782,0.087,-0.9497,16674.74023,0
2659,0.152,0.757,0.092,-0.9838,16406.09961,1
2660,0.126,0.828,0.045,-0.9904,16477.44922,0
2661,0.144,0.786,0.07,-0.9904,16332.80957,0
2662,0.174,0.782,0.044,-0.9957,16257.11035,0
2663,0.124,0.811,0.065,-0.9707,16205.07031,1
2666,0.114,0.806,0.08,-0.906,16313.25977,0
2667,0.122,0.803,0.075,-0.9872,16001.75977,1
2668,0.143,0.799,0.058,-0.9917,16057.08008,1
2669,0.124,0.816,0.059,-0.9734,16278.62012,0
2670,0.216,0.745,0.04,-0.9979,16258.25,1
2673,0.151,0.771,0.078,-0.9896,16502.09961,1
2674,0.144,0.809,0.047,-0.995,16774.01953,1
2675,0.133,0.785,0.082,-0.9775,16805.41992,1
2676,0.156,0.767,0.076,-0.9847,16904.16992,1
2677,0.121,0.812,0.068,-0.9736,17054.68945,1
2680,0.155,0.802,0.043,-0.9932,17082.28906,1
2681,0.154,0.785,0.062,-0.9806,17113.55078,0
2682,0.132,0.781,0.088,-0.9887,17079.08008,0
2683,0.15,0.784,0.066,-0.993,16944.85938,1
2684,0.147,0.758,0.095,-0.9655,17141.75,1
2687,0.24,0.692,0.069,-0.9984,17209.42969,1
